n_rows,10
n_cols,10
n_steps,100
n_goals,4
n_agents,4

Goal,0
rows,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
cols,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5

Goal,1
rows,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cols,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

Goal,2
rows,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
cols,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

Goal,3
rows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
cols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6

Agent,0
rows,5,5,5,4,4,4,5,4,4,5,5,5,6,5,4,4,4,4,5,6,5,4,4,5,5,5,6,5,5,5,6,5,4,3,2,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,1,0,1,2,1,0,1,1,1,1,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,1,2
cols,5,4,4,4,4,3,3,3,2,2,3,2,2,2,2,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,3,2,2,1,1,1,1,1,2,2,1,1,1,1,0,1,2,2,1,2,2,1,2,2,1,2,3,4,4,3,4,5,5,5,5,5,5,5,5
row_directions,0,0,-1,0,0,1,-1,0,1,0,0,1,-1,-1,0,0,0,1,1,-1,-1,0,1,0,0,1,-1,0,0,1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,1,1,-1,-1,1,0,-1,1,0,-1,1,1,-1,-1,1,0,0,0,1,0,0,0,0,1,-1,-1,1,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,1,-1,-1,1,0
col_directions,-1,0,0,0,-1,0,0,-1,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,-1,0,0,0,0,1,0,-1,0,0,0,-1,1,1,0,-1,1,0,-1,1,0,-1,1,1,1,0,-1,1,1,0,0,0,0,0,0,0,1

Agent,1
rows,5,4,4,3,3,3,2,2,2,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,1,1,1,1,0,1,2,2,2,2,2,2,1,2,3,2,2,2,1,1,1,2,3,2,2,2,1,2,3,2,2,2,2,2,1,2,3,2,2,3,2,2,1,2,2,2,2
cols,5,5,5,5,6,5,5,6,5,5,5,6,5,4,4,4,4,5,5,6,5,4,4,5,4,3,3,4,3,2,1,1,2,1,0,0,1,1,2,1,0,0,1,1,2,2,2,3,3,4,4,4,4,4,4,3,4,4,4,4,3,2,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,5
